0.00559823	0.00559893	0.00560103	0.00560456	0.00560949	0.00561583	0.00562356	0.00563266	0.00564313	0.00565495	0.00566809	0.00568255	0.00569829	0.00571530	0.00573354	0.00575299	0.00577361	0.00579538	0.00581826	0.00584222	0.00586722	0.00589321	0.00592017	0.00594804	0.00597679	0.00600637	0.00603673	0.00606783	0.00609962	0.00613206	0.00616507	0.00619864	0.00623269	0.00626717	0.00630204	0.00633724	0.00637271	0.00640840	0.00644426	0.00648023	0.00651625	0.00655228	0.00658825	0.00662411	0.00665981	0.00669528	0.00673048	0.00676534	0.00679983	0.00683389	0.00686744	0.00690047	0.00693290	0.00696469	0.00699579	0.00702616	0.00705574	0.00708449	0.00711236	0.00713932	0.00716531	0.00719031	0.00721428	0.00723716	0.00725893	0.00727956	0.00729900	0.00731725	0.00733426	0.00735000	0.00736446	0.00737761	0.00738943	0.00739990	0.00740900	0.00741673	0.00742307	0.00742800	0.00743153	0.00743364	0.00743434	
0.01119500	0.01119639	0.01120061	0.01120767	0.01121755	0.01123023	0.01124570	0.01126391	0.01128487	0.01130852	0.01133483	0.01136377	0.01139528	0.01142932	0.01146583	0.01150476	0.01154604	0.01158961	0.01163541	0.01168336	0.01173340	0.01178543	0.01183939	0.01189518	0.01195271	0.01201192	0.01207269	0.01213494	0.01219856	0.01226348	0.01232957	0.01239674	0.01246490	0.01253392	0.01260371	0.01267417	0.01274517	0.01281661	0.01288838	0.01296038	0.01303248	0.01310459	0.01317658	0.01324836	0.01331980	0.01339080	0.01346125	0.01353104	0.01360007	0.01366822	0.01373539	0.01380149	0.01386640	0.01393004	0.01399230	0.01405307	0.01411228	0.01416982	0.01422560	0.01427956	0.01433160	0.01438163	0.01442959	0.01447539	0.01451897	0.01456026	0.01459919	0.01463570	0.01466975	0.01470126	0.01473019	0.01475652	0.01478018	0.01480113	0.01481936	0.01483483	0.01484751	0.01485739	0.01486445	0.01486868	0.01487007	
0.01678889	0.01679098	0.01679733	0.01680792	0.01682276	0.01684180	0.01686503	0.01689239	0.01692386	0.01695939	0.01699891	0.01704237	0.01708970	0.01714082	0.01719566	0.01725413	0.01731613	0.01738158	0.01745037	0.01752239	0.01759754	0.01767569	0.01775672	0.01784051	0.01792693	0.01801585	0.01810713	0.01820062	0.01829618	0.01839367	0.01849294	0.01859384	0.01869620	0.01879987	0.01890469	0.01901050	0.01911714	0.01922444	0.01933224	0.01944037	0.01954867	0.01965696	0.01976509	0.01987289	0.01998019	0.02008683	0.02019264	0.02029746	0.02040113	0.02050349	0.02060439	0.02070366	0.02080116	0.02089674	0.02099023	0.02108151	0.02117043	0.02125686	0.02134065	0.02142169	0.02149985	0.02157499	0.02164702	0.02171581	0.02178127	0.02184328	0.02190175	0.02195659	0.02200771	0.02205504	0.02209852	0.02213805	0.02217357	0.02220506	0.02223243	0.02225567	0.02227472	0.02228956	0.02230016	0.02230651	0.02230861	
0.02237847	0.02238125	0.02238973	0.02240389	0.02242370	0.02244914	0.02248016	0.02251672	0.02255876	0.02260622	0.02265901	0.02271706	0.02278028	0.02284856	0.02292182	0.02299991	0.02308273	0.02317015	0.02326204	0.02335825	0.02345862	0.02356301	0.02367125	0.02378317	0.02389861	0.02401737	0.02413930	0.02426418	0.02439183	0.02452205	0.02465465	0.02478942	0.02492614	0.02506462	0.02520464	0.02534597	0.02548840	0.02563173	0.02577571	0.02592015	0.02606480	0.02620945	0.02635389	0.02649787	0.02664120	0.02678364	0.02692497	0.02706499	0.02720346	0.02734019	0.02747496	0.02760756	0.02773779	0.02786545	0.02799034	0.02811226	0.02823104	0.02834648	0.02845841	0.02856666	0.02867105	0.02877143	0.02886764	0.02895954	0.02904696	0.02912979	0.02920789	0.02928115	0.02934944	0.02941267	0.02947073	0.02952353	0.02957100	0.02961305	0.02964962	0.02968065	0.02970609	0.02972591	0.02974008	0.02974857	0.02975136	
0.02796229	0.02796579	0.02797640	0.02799414	0.02801895	0.02805083	0.02808970	0.02813550	0.02818818	0.02824764	0.02831379	0.02838652	0.02846572	0.02855128	0.02864306	0.02874091	0.02884468	0.02895421	0.02906935	0.02918987	0.02931563	0.02944642	0.02958204	0.02972226	0.02986689	0.03001570	0.03016845	0.03032492	0.03048485	0.03064800	0.03081414	0.03098299	0.03115430	0.03132779	0.03150322	0.03168028	0.03185873	0.03203829	0.03221869	0.03239965	0.03258088	0.03276211	0.03294308	0.03312347	0.03330304	0.03348149	0.03365858	0.03383400	0.03400749	0.03417879	0.03434764	0.03451377	0.03467694	0.03483688	0.03499336	0.03514611	0.03529492	0.03543955	0.03557980	0.03571543	0.03584622	0.03597198	0.03609253	0.03620765	0.03631720	0.03642097	0.03651883	0.03661061	0.03669619	0.03677541	0.03684815	0.03691432	0.03697377	0.03702646	0.03707228	0.03711116	0.03714304	0.03716788	0.03718563	0.03719626	0.03719976	
0.03353890	0.03354310	0.03355588	0.03357723	0.03360711	0.03364547	0.03369224	0.03374737	0.03381076	0.03388231	0.03396191	0.03404944	0.03414477	0.03424773	0.03435817	0.03447593	0.03460081	0.03473263	0.03487116	0.03501622	0.03516756	0.03532495	0.03548814	0.03565689	0.03583094	0.03601001	0.03619384	0.03638212	0.03657458	0.03677094	0.03697085	0.03717404	0.03738018	0.03758897	0.03780005	0.03801313	0.03822789	0.03844398	0.03866106	0.03887881	0.03909690	0.03931499	0.03953275	0.03974985	0.03996592	0.04018069	0.04039378	0.04060487	0.04081365	0.04101978	0.04122297	0.04142290	0.04161925	0.04181173	0.04200002	0.04218384	0.04236292	0.04253699	0.04270575	0.04286895	0.04302635	0.04317771	0.04332276	0.04346132	0.04359313	0.04371802	0.04383580	0.04394625	0.04404923	0.04414457	0.04423212	0.04431172	0.04438328	0.04444668	0.04450182	0.04454861	0.04458699	0.04461688	0.04463824	0.04465104	0.04465525	
0.03910686	0.03911178	0.03912675	0.03915174	0.03918672	0.03923162	0.03928638	0.03935092	0.03942511	0.03950888	0.03960205	0.03970451	0.03981610	0.03993662	0.04006591	0.04020375	0.04034994	0.04050423	0.04066640	0.04083620	0.04101336	0.04119759	0.04138862	0.04158616	0.04178989	0.04199951	0.04221468	0.04243509	0.04266038	0.04289020	0.04312422	0.04336207	0.04360338	0.04384775	0.04409485	0.04434427	0.04459565	0.04484858	0.04510269	0.04535758	0.04561286	0.04586816	0.04612305	0.04637716	0.04663011	0.04688148	0.04713090	0.04737800	0.04762238	0.04786368	0.04810152	0.04833555	0.04856539	0.04879069	0.04901109	0.04922628	0.04943591	0.04963964	0.04983719	0.05002824	0.05021249	0.05038965	0.05055946	0.05072165	0.05087595	0.05102216	0.05116001	0.05128932	0.05140986	0.05152146	0.05162393	0.05171713	0.05180090	0.05187511	0.05193966	0.05199444	0.05203935	0.05207433	0.05209934	0.05211434	0.05211927	
0.04466469	0.04467033	0.04468751	0.04471619	0.04475630	0.04480783	0.04487064	0.04494468	0.04502981	0.04512591	0.04523282	0.04535038	0.04547841	0.04561668	0.04576501	0.04592315	0.04609086	0.04626789	0.04645395	0.04664876	0.04685200	0.04706336	0.04728254	0.04750916	0.04774290	0.04798339	0.04823025	0.04848310	0.04874157	0.04900524	0.04927371	0.04954657	0.04982340	0.05010377	0.05038724	0.05067338	0.05096178	0.05125195	0.05154346	0.05183588	0.05212875	0.05242163	0.05271404	0.05300557	0.05329576	0.05358414	0.05387028	0.05415376	0.05443414	0.05471097	0.05498382	0.05525231	0.05551600	0.05577447	0.05602734	0.05627420	0.05651469	0.05674843	0.05697509	0.05719425	0.05740564	0.05760891	0.05780371	0.05798979	0.05816683	0.05833456	0.05849272	0.05864106	0.05877937	0.05890740	0.05902497	0.05913189	0.05922799	0.05931315	0.05938722	0.05945006	0.05950159	0.05954174	0.05957042	0.05958760	0.05959328	
0.05021090	0.05021727	0.05023668	0.05026908	0.05031443	0.05037263	0.05044362	0.05052728	0.05062348	0.05073208	0.05085288	0.05098571	0.05113036	0.05128661	0.05145421	0.05163291	0.05182242	0.05202245	0.05223269	0.05245279	0.05268243	0.05292127	0.05316892	0.05342498	0.05368907	0.05396081	0.05423972	0.05452543	0.05481746	0.05511538	0.05541873	0.05572703	0.05603981	0.05635659	0.05667688	0.05700019	0.05732604	0.05765389	0.05798326	0.05831366	0.05864457	0.05897548	0.05930590	0.05963527	0.05996314	0.06028897	0.06061228	0.06093257	0.06124936	0.06156214	0.06187045	0.06217380	0.06247173	0.06276379	0.06304950	0.06332842	0.06360015	0.06386426	0.06412034	0.06436802	0.06460686	0.06483653	0.06505664	0.06526688	0.06546693	0.06565645	0.06583516	0.06600279	0.06615905	0.06630372	0.06643658	0.06655738	0.06666601	0.06676222	0.06684590	0.06691692	0.06697515	0.06702052	0.06705295	0.06707237	0.06707875	
0.05574398	0.05575111	0.05577276	0.05580895	0.05585958	0.05592457	0.05600385	0.05609726	0.05620468	0.05632593	0.05646081	0.05660913	0.05677066	0.05694511	0.05713225	0.05733179	0.05754337	0.05776671	0.05800143	0.05824719	0.05850360	0.05877026	0.05904676	0.05933267	0.05962756	0.05993093	0.06024235	0.06056134	0.06088738	0.06122001	0.06155869	0.06190290	0.06225213	0.06260581	0.06296341	0.06332439	0.06368818	0.06405423	0.06442197	0.06479085	0.06516032	0.06552976	0.06589863	0.06626640	0.06663245	0.06699623	0.06735720	0.06771481	0.06806850	0.06841771	0.06876194	0.06910063	0.06943328	0.06975933	0.07007833	0.07038976	0.07069316	0.07098804	0.07127397	0.07155050	0.07181715	0.07207359	0.07231937	0.07255413	0.07277747	0.07298909	0.07318863	0.07337578	0.07355028	0.07371183	0.07386015	0.07399506	0.07411632	0.07422374	0.07431720	0.07439648	0.07446150	0.07451215	0.07454835	0.07457005	0.07457720	
